transaction_id,user_id,amount,transaction_date,payment_mode,refund_requested
1222,949,33.55,2025-02-20,Gift Code,False
1223,15,48.62,2025-07-19,PayPal,False
1224,975,48.93,2025-02-07,Gift Code,False
1225,40,54.99,2024-09-10,Credit Card,False
1226,81,58.47,2025-03-09,PayPal,False
1227,510,54.71,2024-09-28,Gift Code,False
1228,307,45.12,2024-07-29,PayPal,False
1229,705,63.79,2025-01-08,PayPal,False
1230,397,58.36,2025-03-18,Credit Card,False
1231,678,24.09,2024-12-19,Credit Card,False
1232,970,57.62,2024-12-15,Credit Card,False
1233,865,41.14,2024-12-18,Gift Code,False
1234,922,32.44,2025-03-19,Gift Code,False
1235,204,52.51,2024-10-08,Credit Card,False
1236,211,73.22,2024-10-01,Credit Card,False
1237,399,49.46,2024-12-14,Gift Code,False
1238,373,47.1,2025-04-07,Credit Card,False
1239,389,50.96,2025-07-14,PayPal,False
1240,258,73.89,2025-03-13,PayPal,False
1241,115,47.31,2025-01-01,PayPal,True
1242,334,59.82,2025-06-03,Gift Code,False
1243,349,46.01,2024-09-17,Credit Card,False
1244,233,44.18,2025-01-18,PayPal,False
1245,509,64.11,2025-01-09,Gift Code,False
1246,449,38.97,2025-04-17,Credit Card,False
1247,77,57.46,2024-09-25,Credit Card,False
1248,828,46.57,2024-09-15,PayPal,False
1249,608,42.42,2024-10-25,Credit Card,False
1250,98,45.81,2024-12-31,Credit Card,False
1251,568,27.48,2025-02-18,PayPal,False
1252,630,39.49,2024-10-23,PayPal,True
1253,462,51.33,2024-08-25,Credit Card,False
1254,500,47.51,2025-06-02,Gift Code,False
1255,631,40.53,2024-09-29,Gift Code,False
1256,38,64.81,2025-01-22,PayPal,True
1257,697,40.06,2024-12-03,Credit Card,False
1258,358,64.36,2024-10-21,PayPal,False
1259,242,51.46,2025-07-10,Gift Code,False
1260,51,47.36,2024-10-30,Gift Code,True
1261,425,50.93,2024-09-09,Credit Card,False
1262,975,52.93,2025-02-15,PayPal,False
1263,127,40.43,2024-10-11,PayPal,False
1264,103,40.71,2025-03-19,Gift Code,False
1265,966,47.99,2025-05-07,PayPal,False
1266,477,54.36,2025-03-16,PayPal,False
1267,229,56.63,2025-04-23,PayPal,False
1268,723,62.44,2025-05-12,Credit Card,False
1269,436,37.7,2024-12-04,Gift Code,False
1270,385,53.56,2024-12-02,PayPal,False
1271,85,49.86,2025-03-27,Credit Card,False
1272,359,44.66,2025-01-22,PayPal,False
1273,786,70.03,2025-06-13,PayPal,False
1274,27,54.31,2025-02-26,Gift Code,False
1275,860,64.28,2025-06-07,Credit Card,False
1276,72,16.35,2025-05-10,PayPal,False
1277,95,60.46,2025-05-22,Gift Code,False
1278,588,55.35,2024-08-05,Credit Card,False
1279,426,57.01,2024-09-24,PayPal,False
1280,6,47.06,2025-07-10,Gift Code,True
1281,90,71.1,2025-05-24,PayPal,False
1282,592,48.02,2025-07-19,PayPal,False
1283,222,49.8,2025-06-08,Credit Card,False
1284,595,40.21,2025-06-19,Gift Code,False
1285,594,49.6,2025-06-16,Credit Card,False
1286,152,48.24,2024-09-14,PayPal,False
1287,557,60.71,2025-07-06,Gift Code,False
1288,212,56.34,2025-02-08,PayPal,False
1289,583,61.72,2024-07-30,PayPal,False
1290,263,48.91,2024-08-27,PayPal,False
1291,912,46.6,2025-06-23,Gift Code,False
1292,382,58.83,2025-01-16,PayPal,True
1293,570,51.57,2025-02-02,Gift Code,False
1294,57,26.39,2024-08-24,PayPal,False
1295,426,45.46,2025-04-13,Credit Card,False
1296,623,28.13,2024-08-03,Gift Code,False
1297,142,41.83,2025-01-03,PayPal,False
1298,568,60.25,2024-09-12,Credit Card,False
1299,524,46.63,2025-02-28,Gift Code,False
1300,861,47.3,2024-11-16,Credit Card,False
1301,15,48.05,2024-12-11,PayPal,False
1302,8,50.1,2025-06-25,Credit Card,False
1303,231,46.64,2025-07-14,PayPal,False
1304,186,68.16,2024-07-30,PayPal,False
1305,53,32.96,2024-09-13,Gift Code,False
1306,137,52.28,2025-05-10,PayPal,False
1307,174,55.55,2024-12-21,PayPal,False
1308,860,41.04,2025-04-06,Gift Code,False
1309,219,56.45,2025-05-14,Gift Code,False
1310,263,43.31,2025-03-02,PayPal,False
1311,255,54.79,2024-11-12,PayPal,False
1312,812,37.37,2024-11-04,Gift Code,False
1313,270,50.86,2025-01-16,Gift Code,False
1314,587,72.29,2024-10-18,Credit Card,False
1315,224,40.94,2025-05-21,Credit Card,False
1316,883,45.84,2024-12-12,Credit Card,False
1317,604,66.49,2025-04-09,Gift Code,False
1318,134,62.35,2024-10-14,Gift Code,False
1319,163,67.48,2024-11-08,Gift Code,False
1320,710,46.3,2024-08-30,Credit Card,False
1321,701,53.46,2025-06-30,PayPal,False
1322,920,54.6,2025-06-14,PayPal,False
1323,73,42.22,2025-03-30,PayPal,False
1324,898,38.81,2024-11-10,Gift Code,False
1325,998,37.58,2025-04-20,PayPal,False
1326,718,44.98,2024-10-27,PayPal,False
1327,947,37.21,2025-03-22,Gift Code,False
1328,543,43.22,2024-08-21,Gift Code,False
1329,894,39.93,2024-08-04,Gift Code,False
1330,990,55.11,2025-05-08,Gift Code,False
1331,631,53.94,2024-10-16,Gift Code,False
1332,795,44.28,2024-10-04,Credit Card,False
1333,484,46.57,2024-10-24,Gift Code,False
1334,878,55.95,2025-05-05,PayPal,False
1335,671,46.44,2025-04-21,PayPal,False
1336,255,44.04,2024-09-10,Credit Card,False
1337,757,36.7,2025-06-10,Gift Code,False
1338,618,63.04,2025-02-14,PayPal,True
1339,198,33.78,2025-01-07,PayPal,False
1340,427,46.83,2025-06-14,Gift Code,False
1341,493,41.14,2025-04-07,Credit Card,False
1342,632,51.44,2025-05-10,Gift Code,False
1343,82,45.52,2025-01-05,Gift Code,False
1344,308,50.83,2025-01-22,Gift Code,False
1345,782,41.58,2025-06-21,Gift Code,False
1346,699,45.45,2025-03-03,Gift Code,False
1347,788,36.52,2025-03-28,Credit Card,False
1348,374,39.91,2024-08-12,PayPal,False
1349,564,45.36,2025-07-04,Gift Code,False
1350,459,51.63,2025-01-04,PayPal,False
1351,501,48.52,2025-01-03,PayPal,False
1352,357,63.63,2025-03-29,Gift Code,False
1353,296,34.86,2025-01-28,PayPal,False
1354,580,47.37,2025-05-09,Gift Code,False
1355,300,27.26,2024-10-31,Gift Code,False
1356,646,48.33,2025-01-22,Gift Code,False
1357,343,43.28,2025-01-27,Credit Card,False
1358,120,44.83,2025-03-31,Gift Code,False
1359,569,43.17,2025-03-27,Gift Code,False
1360,186,54.34,2024-09-14,PayPal,False
1361,584,52.79,2025-05-11,Credit Card,False
1362,158,37.93,2024-08-13,PayPal,True
1363,228,47.73,2025-04-26,PayPal,True
1364,308,34.78,2025-07-18,Gift Code,False
1365,234,32.91,2024-08-30,Credit Card,False
1366,11,54.0,2024-08-23,Credit Card,False
1367,175,38.62,2025-04-07,Gift Code,False
1368,773,43.85,2025-06-27,Credit Card,True
1369,643,52.18,2024-08-16,Gift Code,False
1370,911,49.81,2024-11-15,Credit Card,False
1371,898,64.03,2024-07-24,Credit Card,True
1372,2,37.42,2025-02-23,Gift Code,False
1373,761,62.19,2024-10-21,Credit Card,False
1374,712,55.77,2025-02-06,Credit Card,False
1375,182,57.59,2024-10-29,Credit Card,False
1376,942,46.07,2024-10-27,PayPal,False
1377,350,40.47,2025-05-08,Gift Code,False
1378,639,50.94,2025-01-21,PayPal,False
1379,382,40.42,2025-06-17,Credit Card,False
1380,297,40.1,2025-02-25,Credit Card,False
1381,197,51.5,2024-09-29,PayPal,False
1382,286,60.51,2024-12-24,Credit Card,False
1383,556,33.95,2024-07-30,Credit Card,False
1384,522,63.06,2025-05-27,Gift Code,False
1385,225,37.57,2024-08-25,Credit Card,True
1386,728,46.92,2025-03-30,Gift Code,False
1387,723,47.08,2025-02-21,Gift Code,False
1388,286,45.15,2025-01-13,PayPal,False
1389,729,47.62,2025-01-22,PayPal,True
1390,331,51.33,2025-04-26,Credit Card,False
1391,561,62.71,2025-01-24,PayPal,False
1392,163,47.97,2025-05-25,Gift Code,False
1393,193,40.86,2025-03-22,PayPal,True
1394,145,39.3,2025-05-12,Gift Code,False
1395,671,53.18,2024-12-05,PayPal,False
1396,838,58.16,2025-03-31,Credit Card,False
1397,973,43.5,2024-10-18,PayPal,True
1398,692,59.16,2024-10-05,Credit Card,False
1399,538,71.68,2025-06-25,PayPal,False
1400,612,63.18,2025-07-21,Gift Code,False
1401,901,42.75,2025-05-10,PayPal,False
1402,623,60.3,2025-07-21,PayPal,False
1403,270,59.24,2024-11-10,Gift Code,False
1404,51,50.62,2024-09-17,Gift Code,False
1405,527,58.96,2024-09-13,PayPal,False
1406,128,57.6,2024-11-27,Gift Code,False
1407,652,62.46,2024-10-14,Gift Code,False
1408,754,55.78,2025-03-10,PayPal,True
1409,46,57.54,2024-10-19,Credit Card,True
1410,234,39.79,2025-07-24,PayPal,False
1411,448,49.97,2025-03-20,PayPal,False
1412,584,42.49,2024-09-12,Credit Card,False
1413,443,61.94,2024-09-14,PayPal,False
1414,503,36.41,2024-11-03,PayPal,False
1415,607,28.11,2024-09-11,Gift Code,False
1416,922,35.83,2024-12-10,PayPal,False
1417,285,47.71,2025-07-02,Credit Card,False
1418,132,29.75,2025-05-16,Credit Card,False
1419,946,31.06,2025-01-31,Gift Code,True
1420,476,56.64,2025-01-25,PayPal,False
1421,793,36.06,2025-01-15,PayPal,False
1422,936,60.04,2025-05-19,PayPal,False
1423,544,36.77,2024-10-02,PayPal,False
1424,356,28.62,2025-01-17,Credit Card,False
1425,971,39.7,2025-01-17,Credit Card,False
1426,37,37.11,2024-10-29,Gift Code,False
1427,638,37.06,2024-12-11,PayPal,False
1428,138,48.89,2025-01-13,Credit Card,False
1429,422,51.69,2025-04-11,PayPal,True
1430,445,63.81,2024-12-02,Credit Card,False
1431,612,46.36,2024-08-11,Credit Card,False
1432,242,52.86,2024-09-26,Gift Code,False
1433,245,36.7,2024-09-03,PayPal,True
1434,539,40.91,2025-04-05,Gift Code,False
1435,209,62.99,2025-06-01,Gift Code,False
1436,903,64.04,2025-02-11,Gift Code,False
1437,457,65.86,2025-02-13,Gift Code,False
1438,99,48.73,2025-06-29,Gift Code,False
1439,502,36.75,2024-12-04,Gift Code,False
1440,137,42.18,2024-10-04,Gift Code,True
1441,187,46.71,2024-08-29,PayPal,False
1442,36,44.34,2024-08-31,Gift Code,False
1443,630,51.12,2025-07-22,PayPal,False
1444,670,57.5,2025-07-18,PayPal,False
1445,479,39.7,2024-11-10,Credit Card,False
1446,787,69.16,2025-02-13,Gift Code,False
1447,681,50.73,2024-11-21,PayPal,False
1448,55,63.57,2025-01-07,Credit Card,False
1449,471,54.22,2024-08-06,Credit Card,False
1450,84,71.55,2024-10-20,Gift Code,False
1451,6,38.36,2025-04-26,Gift Code,False
1452,891,44.85,2024-12-17,Gift Code,False
1453,363,44.89,2024-10-05,Gift Code,False
1454,856,51.82,2025-02-15,PayPal,False
1455,768,51.25,2024-10-21,PayPal,False
1456,918,53.88,2025-03-07,Gift Code,False
1457,710,51.39,2025-06-10,Gift Code,False
1458,664,55.56,2024-12-24,PayPal,False
1459,830,45.15,2025-04-26,Gift Code,True
1460,170,54.67,2025-05-17,Credit Card,False
1461,760,78.14,2025-02-16,PayPal,False
1462,249,50.04,2025-01-29,Credit Card,False
1463,662,35.55,2025-02-19,Credit Card,False
1464,210,43.72,2025-06-12,Credit Card,False
1465,912,45.39,2025-02-05,Credit Card,False
1466,740,41.13,2025-06-28,Gift Code,False
1467,244,51.21,2024-11-16,Gift Code,False
1468,141,57.98,2024-09-30,Gift Code,False
1469,632,36.99,2025-06-04,Gift Code,False
1470,805,33.05,2025-05-24,PayPal,False
1471,180,74.73,2024-07-30,Gift Code,False
1472,920,40.61,2025-05-14,PayPal,False
1473,637,64.12,2025-05-10,Credit Card,False
1474,979,57.6,2025-05-29,PayPal,False
1475,754,43.95,2025-04-09,Gift Code,False
1476,724,42.11,2024-11-11,Credit Card,False
1477,987,43.94,2025-01-19,Credit Card,False
1478,17,45.57,2024-11-29,Gift Code,False
1479,16,56.18,2025-07-08,Credit Card,False
1480,385,36.06,2025-04-17,Credit Card,False
1481,341,62.81,2025-03-24,Credit Card,True
1482,893,43.6,2025-04-18,PayPal,False
1483,987,35.36,2025-07-02,Credit Card,False
1484,769,51.84,2025-03-09,Credit Card,False
1485,798,74.03,2025-05-19,PayPal,True
1486,980,41.59,2025-02-26,Gift Code,False
1487,792,51.28,2024-10-27,PayPal,False
1488,46,51.4,2024-12-14,PayPal,True
1489,504,68.84,2025-04-07,Gift Code,False
1490,770,40.6,2025-02-04,Gift Code,False
1491,143,59.35,2025-05-27,PayPal,False
1492,285,35.76,2025-03-11,Credit Card,False
1493,355,52.21,2024-11-21,Gift Code,True
1494,830,57.36,2025-01-13,Credit Card,True
1495,525,60.03,2025-05-12,Gift Code,True
1496,979,36.31,2025-01-24,Credit Card,False
1497,833,29.86,2024-08-14,PayPal,False
1498,557,48.02,2025-06-30,PayPal,False
1499,47,44.29,2024-12-19,PayPal,False
1500,528,35.8,2025-03-04,PayPal,False
1501,894,36.93,2025-04-22,Gift Code,False
1502,107,45.21,2025-04-30,PayPal,False
1503,3,67.08,2025-06-11,Credit Card,False
1504,616,37.67,2024-10-26,PayPal,False
1505,966,58.9,2025-04-15,PayPal,False
1506,95,35.28,2025-03-10,PayPal,False
1507,133,42.45,2024-09-30,PayPal,False
1508,922,34.67,2025-02-13,Gift Code,False
1509,860,71.72,2024-12-03,Gift Code,False
1510,783,59.55,2024-10-25,Gift Code,False
1511,201,57.0,2024-09-12,Credit Card,True
1512,254,56.49,2025-03-31,Credit Card,False
1513,183,41.92,2025-03-29,PayPal,False
1514,150,50.35,2024-08-14,Credit Card,False
1515,549,39.54,2024-09-20,Credit Card,False
1516,981,76.93,2025-07-21,Credit Card,True
1517,490,38.74,2024-11-24,Credit Card,False
1518,505,41.38,2024-11-21,Gift Code,False
1519,413,66.03,2024-12-29,Gift Code,True
1520,922,48.94,2024-08-24,Credit Card,False
1521,838,56.03,2025-06-19,Credit Card,False
1522,508,49.17,2025-01-02,Gift Code,False
1523,651,43.1,2025-04-26,PayPal,False
1524,612,43.11,2025-04-08,Gift Code,False
1525,404,58.62,2025-04-23,Credit Card,False
1526,236,52.26,2025-03-31,Credit Card,False
1527,596,62.02,2025-01-24,Credit Card,False
1528,859,61.89,2025-03-10,Gift Code,False
1529,966,55.76,2024-11-13,Credit Card,False
1530,545,60.47,2024-12-30,Gift Code,False
1531,633,55.36,2025-05-09,PayPal,False
1532,542,53.79,2025-01-12,Credit Card,True
1533,434,46.75,2025-03-31,Credit Card,False
1534,546,33.07,2025-01-15,PayPal,False
1535,645,43.64,2025-02-13,Gift Code,False
1536,208,64.46,2025-04-08,Credit Card,False
1537,140,52.87,2025-05-28,Credit Card,False
1538,588,45.97,2024-08-19,Credit Card,False
1539,587,62.01,2025-02-10,Credit Card,False
1540,820,45.51,2025-05-15,PayPal,False
1541,307,57.07,2025-03-02,Gift Code,False
1542,917,63.29,2025-02-09,PayPal,False
1543,967,56.06,2025-05-25,Gift Code,False
1544,570,60.61,2025-01-08,PayPal,False
1545,98,54.72,2024-10-15,PayPal,True
1546,125,30.94,2025-04-28,Gift Code,False
1547,960,63.1,2024-12-31,Credit Card,False
1548,349,58.01,2025-05-09,Credit Card,False
1549,134,46.95,2025-07-16,PayPal,False
1550,996,44.11,2024-08-23,PayPal,False
1551,226,51.23,2025-06-28,PayPal,False
1552,945,38.0,2024-10-19,Credit Card,False
1553,712,59.42,2025-06-26,Gift Code,True
1554,549,48.48,2025-03-03,Credit Card,False
1555,650,41.0,2024-11-27,PayPal,False
1556,720,56.63,2025-03-21,Credit Card,False
1557,706,54.74,2025-04-29,Credit Card,False
1558,568,58.16,2024-11-13,Credit Card,False
1559,339,37.15,2025-05-23,Gift Code,True
1560,839,57.36,2025-03-28,PayPal,False
1561,322,67.86,2024-11-28,Credit Card,False
1562,813,49.56,2025-05-24,Credit Card,False
1563,87,48.93,2025-03-08,PayPal,False
1564,95,36.09,2024-09-14,Credit Card,True
1565,196,50.81,2025-04-23,Credit Card,False
1566,192,39.76,2024-08-18,Credit Card,False
1567,656,61.67,2024-09-06,Credit Card,False
1568,522,74.25,2025-04-26,PayPal,False
1569,753,74.51,2025-02-26,Credit Card,False
1570,661,41.43,2024-12-01,Gift Code,False
1571,988,42.61,2025-05-10,Credit Card,False
1572,652,56.04,2025-01-10,Gift Code,False
1573,13,47.69,2024-09-29,PayPal,False
1574,254,50.13,2024-10-21,Credit Card,False
1575,1000,74.53,2025-03-26,Gift Code,False
1576,81,39.15,2024-11-30,Gift Code,True
1577,722,52.66,2025-03-25,Credit Card,False
1578,373,53.8,2024-08-13,Credit Card,False
1579,394,60.49,2024-08-26,PayPal,False
1580,890,41.36,2025-03-21,PayPal,False
1581,732,64.82,2024-11-10,Credit Card,False
1582,909,52.61,2025-01-18,PayPal,False
1583,418,41.7,2024-10-15,PayPal,False
1584,59,48.18,2025-01-31,PayPal,False
1585,128,60.02,2025-01-29,PayPal,False
1586,817,70.82,2025-03-02,Credit Card,False
1587,774,46.48,2025-01-04,Credit Card,False
1588,780,71.15,2024-09-15,Gift Code,False
1589,541,62.41,2024-12-26,PayPal,False
1590,333,44.88,2025-04-12,Credit Card,False
1591,892,56.01,2024-10-08,Gift Code,False
1592,282,58.71,2025-02-05,PayPal,False
1593,580,47.59,2025-07-14,Gift Code,False
1594,207,43.55,2025-05-23,PayPal,False
1595,272,48.65,2025-03-07,Credit Card,False
1596,309,46.12,2024-12-18,Gift Code,False
1597,403,52.75,2025-07-02,Credit Card,False
1598,175,71.82,2025-06-11,PayPal,False
1599,218,54.58,2024-12-08,PayPal,False
1600,672,68.08,2024-11-14,PayPal,True
1601,326,55.67,2025-05-17,Gift Code,False
1602,756,78.92,2025-02-27,Gift Code,False
1603,253,41.85,2025-03-22,Gift Code,False
1604,454,29.33,2025-06-29,Credit Card,False
1605,189,52.72,2025-01-31,Gift Code,False
1606,773,53.98,2025-04-13,PayPal,False
1607,443,65.75,2025-01-20,Credit Card,False
1608,898,69.03,2025-03-02,PayPal,False
1609,130,34.4,2024-08-26,PayPal,False
1610,485,48.27,2025-04-24,Gift Code,False
1611,3,51.38,2025-01-25,Gift Code,False
1612,966,38.45,2025-02-24,Gift Code,False
1613,351,48.59,2025-03-24,PayPal,True
1614,555,60.9,2025-03-26,Credit Card,False
1615,133,61.61,2024-09-21,Gift Code,False
1616,690,53.74,2025-06-03,Gift Code,False
1617,494,66.95,2025-06-24,Credit Card,False
1618,266,53.47,2025-05-28,PayPal,False
1619,923,62.78,2024-09-14,PayPal,False
1620,24,41.61,2024-07-31,Credit Card,False
1621,534,42.27,2024-08-10,Gift Code,False
1622,857,70.76,2025-02-22,Credit Card,True
1623,3,45.11,2025-04-28,Gift Code,False
1624,912,60.13,2025-03-31,Credit Card,False
1625,670,44.72,2024-09-09,PayPal,False
1626,880,53.89,2024-08-02,PayPal,False
1627,427,48.63,2025-05-26,PayPal,True
1628,4,57.15,2024-08-04,PayPal,False
1629,619,57.1,2024-08-30,Credit Card,False
1630,808,43.37,2025-05-08,Credit Card,False
1631,784,57.49,2024-10-31,Gift Code,False
1632,503,38.57,2024-10-01,Credit Card,False
1633,232,67.25,2025-02-04,Gift Code,False
1634,873,53.58,2025-06-06,Credit Card,False
1635,750,19.71,2024-12-29,Credit Card,False
1636,72,36.91,2025-04-09,Credit Card,False
1637,88,56.83,2025-01-01,Credit Card,True
1638,528,59.6,2025-03-12,PayPal,False
1639,886,46.08,2024-08-15,Credit Card,False
1640,603,51.56,2024-12-24,Gift Code,False
1641,450,57.25,2024-10-02,PayPal,False
1642,439,63.1,2024-11-25,Credit Card,False
1643,532,59.07,2024-08-26,Credit Card,False
1644,435,44.39,2024-11-25,Gift Code,False
1645,724,63.63,2025-01-29,PayPal,False
1646,84,28.26,2024-11-26,PayPal,False
1647,339,47.19,2025-03-08,PayPal,False
1648,953,56.19,2024-12-03,PayPal,False
1649,126,37.93,2024-09-03,Gift Code,False
1650,563,50.54,2024-10-30,Credit Card,False
1651,18,55.52,2025-06-25,Credit Card,False
1652,973,42.23,2025-03-07,PayPal,False
1653,849,51.89,2025-05-17,Gift Code,True
1654,955,37.76,2025-05-13,Credit Card,False
1655,865,60.05,2025-05-15,PayPal,False
1656,629,55.32,2024-08-09,PayPal,False
1657,636,57.38,2025-02-28,Gift Code,False
1658,540,49.3,2025-04-21,Gift Code,False
1659,965,33.33,2024-12-25,Gift Code,False
1660,924,48.66,2025-01-12,PayPal,False
1661,345,67.25,2024-08-31,Gift Code,False
1662,468,60.15,2025-03-26,PayPal,False
1663,981,67.44,2025-04-20,Credit Card,False
1664,141,50.54,2025-05-24,PayPal,False
1665,6,43.07,2025-04-10,PayPal,False
1666,669,55.86,2025-06-01,Credit Card,False
1667,618,48.07,2024-07-29,Gift Code,False
1668,631,44.41,2025-04-07,Gift Code,False
1669,649,32.64,2025-02-07,PayPal,False
1670,541,53.33,2024-07-27,PayPal,False
1671,678,59.36,2024-07-24,Credit Card,False
1672,65,38.34,2025-04-26,Gift Code,False
1673,56,64.88,2024-11-03,Credit Card,False
1674,798,52.49,2025-03-26,PayPal,False
1675,882,51.09,2025-07-24,PayPal,False
1676,96,37.8,2024-12-08,Credit Card,False
1677,889,55.27,2025-02-08,Credit Card,False
1678,955,38.46,2025-04-19,Gift Code,False
1679,215,40.44,2025-01-27,Credit Card,False
1680,743,33.27,2025-07-08,Gift Code,False
1681,58,76.99,2024-10-03,Gift Code,True
1682,906,49.51,2024-11-06,Credit Card,False
1683,492,43.89,2024-09-22,Credit Card,False
1684,405,49.57,2025-04-05,Gift Code,False
1685,184,44.97,2024-09-29,Credit Card,False
1686,282,48.2,2025-01-27,Gift Code,False
1687,783,53.71,2025-06-22,Gift Code,False
1688,721,45.93,2025-04-11,PayPal,False
1689,163,51.23,2025-07-08,Gift Code,False
1690,89,73.32,2025-03-29,PayPal,False
1691,783,31.66,2024-11-14,Credit Card,False
1692,97,38.61,2025-06-29,Gift Code,False
1693,587,54.93,2025-04-29,Gift Code,False
1694,88,63.67,2025-04-18,Credit Card,False
1695,518,79.91,2025-03-09,Credit Card,False
1696,668,54.14,2024-12-24,Credit Card,False
1697,63,37.8,2025-01-04,Gift Code,False
1698,541,65.04,2024-12-06,Credit Card,False
1699,816,51.24,2025-04-23,Credit Card,True
1700,191,50.85,2025-04-06,PayPal,False
1701,954,30.56,2024-09-11,PayPal,False
1702,917,61.68,2025-03-21,Gift Code,False
1703,716,40.78,2024-11-16,Credit Card,False
1704,278,55.66,2025-06-05,Credit Card,True
1705,539,50.66,2025-02-09,PayPal,False
1706,85,51.99,2024-10-09,Gift Code,False
1707,335,50.51,2025-06-20,Credit Card,False
1708,441,42.45,2024-08-10,Gift Code,False
1709,722,41.58,2024-12-05,PayPal,False
1710,650,59.47,2024-09-06,Credit Card,False
1711,790,49.83,2025-01-17,PayPal,False
1712,172,43.44,2024-09-10,PayPal,False
1713,852,44.87,2025-03-08,PayPal,False
1714,339,56.87,2025-01-20,Credit Card,False
1715,668,43.21,2024-09-22,Gift Code,False
1716,229,65.95,2025-05-08,Credit Card,True
1717,818,48.43,2024-11-29,PayPal,False
1718,179,46.49,2024-08-17,Gift Code,True
1719,247,56.17,2024-10-01,PayPal,True
1720,897,47.15,2025-04-03,Credit Card,False
1721,674,53.81,2024-10-16,Gift Code,False
1722,675,49.43,2025-06-24,Credit Card,False
1723,730,32.63,2025-07-12,Gift Code,False
1724,317,39.32,2024-10-31,PayPal,False
1725,286,52.92,2024-10-11,PayPal,False
1726,76,45.48,2025-05-14,PayPal,False
1727,974,70.58,2024-10-23,Credit Card,False
1728,999,42.12,2024-11-28,Credit Card,False
1729,452,36.9,2024-10-22,PayPal,False
1730,204,50.39,2025-01-07,PayPal,False
1731,728,52.5,2025-01-19,Gift Code,False
1732,424,58.83,2024-12-15,Gift Code,False
1733,735,24.94,2025-04-12,Credit Card,False
1734,193,65.06,2025-01-13,Gift Code,False
1735,293,36.9,2025-04-14,Credit Card,False
1736,704,60.88,2025-01-27,Credit Card,False
1737,897,69.57,2025-02-02,Gift Code,False
1738,911,57.46,2025-01-12,Gift Code,False
1739,781,38.52,2024-10-14,Gift Code,False
1740,413,48.06,2024-10-29,PayPal,False
1741,439,57.55,2025-07-09,PayPal,False
1742,301,50.32,2025-04-30,Gift Code,False
1743,260,39.5,2025-05-25,PayPal,False
1744,192,50.99,2025-06-07,Credit Card,False
1745,271,44.82,2024-09-12,PayPal,False
1746,616,56.01,2024-12-21,PayPal,False
1747,432,39.37,2025-05-30,PayPal,False
1748,716,30.65,2025-06-12,Credit Card,False
1749,696,39.82,2025-05-18,Credit Card,False
1750,217,32.93,2024-12-01,Gift Code,True
1751,91,43.71,2025-02-15,PayPal,False
1752,198,56.7,2025-06-20,PayPal,True
1753,983,46.05,2025-01-27,Credit Card,False
1754,399,49.75,2024-11-26,PayPal,False
1755,39,39.94,2024-08-11,Credit Card,True
1756,709,50.19,2024-10-12,PayPal,False
1757,471,40.43,2025-04-08,Gift Code,False
1758,79,38.1,2024-08-20,Credit Card,False
1759,729,47.73,2024-07-27,Credit Card,False
1760,828,43.23,2024-11-17,Credit Card,False
1761,94,21.85,2025-04-25,PayPal,False
1762,684,49.2,2025-04-01,Gift Code,False
1763,43,40.25,2025-03-10,Credit Card,True
1764,132,39.56,2025-01-09,Gift Code,False
1765,77,63.95,2025-03-13,Credit Card,False
1766,946,58.53,2024-08-28,Gift Code,False
1767,232,53.74,2024-10-31,PayPal,False
1768,39,50.59,2024-07-24,PayPal,False
1769,566,56.05,2025-01-22,Gift Code,False
1770,151,46.07,2025-07-13,Gift Code,False
1771,700,50.78,2025-01-25,PayPal,False
1772,976,45.95,2024-08-22,Gift Code,False
1773,419,51.11,2025-03-25,Gift Code,False
1774,822,52.84,2025-07-06,Gift Code,True
1775,186,52.22,2025-04-16,Credit Card,False
1776,318,46.32,2025-03-24,Gift Code,False
1777,464,56.9,2024-10-02,Credit Card,False
1778,432,47.97,2025-06-25,PayPal,False
1779,135,47.71,2025-02-07,PayPal,False
1780,503,31.78,2024-08-04,PayPal,False
1781,685,41.48,2025-05-26,Gift Code,False
1782,269,58.65,2024-12-31,PayPal,False
1783,437,57.83,2024-08-26,Credit Card,False
1784,627,49.77,2025-07-24,Credit Card,False
1785,498,44.41,2025-04-06,Gift Code,False
1786,733,51.5,2025-03-04,Credit Card,False
1787,551,26.05,2025-03-12,Credit Card,False
1788,340,51.39,2024-08-06,PayPal,False
1789,242,37.52,2025-01-26,Credit Card,False
1790,221,49.08,2025-06-16,PayPal,False
1791,658,52.11,2024-11-03,PayPal,False
1792,918,46.49,2024-12-24,Credit Card,False
1793,676,57.46,2024-12-23,Credit Card,False
1794,361,43.67,2025-07-03,Gift Code,False
1795,949,42.7,2025-04-24,Gift Code,False
1796,880,56.23,2024-12-31,Credit Card,False
1797,996,46.39,2025-03-15,PayPal,False
1798,840,63.46,2025-05-16,PayPal,False
1799,771,50.13,2025-02-02,Gift Code,False
1800,190,55.5,2025-06-12,PayPal,False
1801,413,59.3,2025-04-09,Gift Code,False
1802,329,49.27,2024-11-07,PayPal,False
1803,776,34.72,2025-01-24,Credit Card,False
1804,222,56.26,2024-09-20,Credit Card,False
1805,844,61.92,2025-05-28,PayPal,False
1806,686,47.33,2025-06-17,Gift Code,False
1807,92,59.92,2025-07-07,Credit Card,False
1808,440,38.31,2025-07-14,Gift Code,False
1809,106,51.49,2025-05-11,Credit Card,False
1810,245,47.13,2024-08-27,PayPal,False
1811,305,34.22,2025-01-18,Credit Card,False
